transaction_id,timestamp,user_id,amount,device_trust_score,velocity_1h,biometric_variance,hour_of_day,merchant_history_count,location_change,merchant_category,is_fraud,fraud_vector
tx_000016,2026-07-08 08:08:00,usr_0613,47.72988887128675,0.8753085388255718,2,0.033141926312683076,8,10,0,grocery,0,None
tx_000017,2026-08-07 16:30:00,usr_1476,91.80498374666311,0.5075442099826253,0,0.022433794772504616,16,11,0,dining,0,None
tx_000018,2026-05-31 11:36:00,usr_0266,54.48925686403657,0.7262599104858243,3,0.06329061745546297,11,5,0,dining,0,None
tx_000019,2026-08-18 19:05:00,usr_0484,54.541647874006856,0.8186369284098842,0,0.035519672849831554,19,10,0,grocery,0,None
tx_000020,2026-06-08 17:34:00,usr_1120,36.570032665995335,0.9816862211951688,4,0.030877792614571326,17,5,0,retail,0,None
tx_000021,2026-05-23 13:06:00,usr_0784,211.4684839651954,0.4280948598573572,4,0.03048055830498248,13,3,0,grocery,0,None
tx_000022,2026-08-15 19:28:00,usr_0073,11.222533471033262,0.6294228672026885,6,0.040583764344642954,19,14,0,subscription,0,None
tx_000023,2026-07-13 07:26:00,usr_0240,45.93591629137986,0.6188706895659107,1,0.03460359805457369,7,8,0,grocery,0,None
tx_000024,2026-06-28 15:23:00,usr_1419,174.54188077909208,0.8627134216675202,7,0.026486012776615976,15,13,0,grocery,0,None
tx_000025,2026-05-18 15:14:00,usr_0157,38.21710688631607,0.47163054916908065,1,0.031151660253230497,15,5,0,dining,0,None
tx_000026,2026-05-31 09:17:00,usr_0981,110.6858459212074,0.7491969072007654,3,0.040305788652856056,9,7,0,subscription,0,None
tx_000027,2026-07-15 04:49:00,usr_1212,17.909358694780973,0.8171262019542974,2,0.02104138296011137,4,6,0,grocery,0,None
tx_000028,2026-05-21 14:11:00,usr_0403,9.873035709634252,0.8936432923852948,4,0.01737266828033253,14,10,0,subscription,0,None
tx_000029,2026-07-23 14:34:00,usr_1119,15.24908404368109,1.0,0,0.04421386717432647,14,7,0,grocery,0,None
tx_000030,2026-07-23 16:09:00,usr_0254,17.172324636132778,0.7285126965766179,4,0.03158380075519611,16,5,0,subscription,0,None
tx_000031,2026-07-06 09:39:00,usr_0427,44.04296981365076,0.8334557203903905,2,0.050844823353813004,9,4,0,retail,0,None
tx_000032,2026-06-09 08:03:00,usr_0473,249.52953616614627,0.7223000861492314,2,0.020126778765674452,8,9,0,retail,0,None
tx_000033,2026-08-06 22:19:00,usr_1495,41.841755401123486,0.2961787221583816,3,0.037324514433784275,22,10,0,subscription,0,None
tx_000034,2026-06-12 07:41:00,usr_0326,168.59086887953688,0.9153712082927652,1,0.025927922213526983,7,16,0,retail,0,None
tx_000035,2026-08-25 23:49:00,usr_0189,5.670350421595364,0.7369066500505097,4,0.041208368423994536,23,11,0,retail,1,Label_Noise
tx_000036,2026-07-30 17:23:00,usr_1407,97.97883001263698,0.808239491992812,1,0.04926824131687571,17,4,0,retail,0,None
tx_000037,2026-05-20 15:34:00,usr_0240,86.91666251723045,0.7744655595534005,2,0.03902656679383557,15,14,0,retail,0,None
tx_000038,2026-06-21 11:07:00,usr_1335,14.792921396045713,0.7929402954266809,4,0.04288663947743382,11,3,0,retail,0,None
tx_000039,2026-07-10 19:26:00,usr_1006,69.80531929113118,0.7762505078043823,3,0.029508411226446728,19,13,0,dining,0,None
tx_000040,2026-06-13 20:56:00,usr_0885,25.372520177207896,0.6950488576595596,2,0.0369806373705548,20,7,0,dining,0,None
tx_000041,2026-07-13 17:05:00,usr_1147,25.70987143095445,0.6254303581009278,0,0.055397522443635494,17,14,0,retail,0,None
tx_000042,2026-08-15 17:44:00,usr_1121,13.112629669612664,0.7054398376543823,6,0.0273783165975046,17,7,0,retail,0,None
tx_000043,2026-07-07 13:30:00,usr_0164,16.663670207849794,0.7171456933843077,3,0.04636563316600682,13,10,1,subscription,0,None
tx_000044,2026-05-22 06:04:00,usr_1499,14.641373687307878,0.7548238495635858,0,0.03966018068988059,6,6,0,subscription,0,None
tx_000045,2026-07-29 23:22:00,usr_1427,24.300362197108825,0.48478688843378603,2,0.053664830872863264,23,13,0,subscription,0,None
tx_000046,2026-08-20 01:05:00,usr_1366,40.0071599266848,0.8229219005338536,3,0.03912584700811063,1,10,0,retail,0,None
tx_000047,2026-06-12 13:11:00,usr_0959,69.87071488710048,0.8856030466456024,2,0.04537218258727711,13,12,1,retail,0,None
tx_000048,2026-07-11 11:16:00,usr_0808,63.906359677354494,0.9902538272939768,2,0.05116979100896096,11,6,0,dining,0,None
tx_000049,2026-07-23 17:39:00,usr_0825,12.716529704201886,1.0,2,0.04062972292917243,17,7,0,grocery,0,None
tx_000050,2026-07-08 17:24:00,usr_0022,51.949053506382945,0.7767522700652025,2,0.029556382333451408,17,7,0,subscription,0,None
tx_000051,2026-05-25 15:54:00,usr_0765,35.36880942197949,0.6416941716312201,2,0.028926108187053025,15,3,1,grocery,0,None
tx_000052,2026-07-31 06:17:00,usr_0964,93.3648069195597,0.7212964597319572,1,0.04172794243820881,6,5,0,grocery,0,None
tx_000053,2026-08-05 09:24:00,usr_1018,49.410194782028015,1.0,6,0.024753559555739473,9,5,0,subscription,0,None
tx_000054,2026-07-03 07:34:00,usr_0505,58.4515081693113,0.9075439477058496,3,0.010026180672970831,7,6,0,retail,0,None
tx_000055,2026-07-10 22:27:00,usr_0719,67.6999997354092,0.6546277653984816,2,0.049079440197781043,22,7,0,retail,0,None
tx_000056,2026-08-11 07:51:00,usr_0984,9.66879507542371,0.8481640647630213,2,0.051287682680333735,7,13,1,subscription,0,None
tx_000057,2026-06-28 22:45:00,usr_0663,45.368002851094595,0.8931022378548303,5,0.02626296165113962,22,8,0,grocery,0,None
tx_000058,2026-06-29 07:47:00,usr_1454,30.1573013507682,0.7669217349611714,2,0.0411522378203599,7,10,0,grocery,0,None
tx_000059,2026-06-26 19:46:00,usr_1089,44.267963783195896,0.8779953839851091,1,0.057431040919699576,19,7,0,dining,0,None
tx_000060,2026-07-15 15:42:00,usr_0001,8.776118848318152,0.9063401447532592,3,0.029425759290807214,15,6,0,grocery,0,None
tx_000061,2026-07-27 18:53:00,usr_0038,155.82174247932005,0.8519774413656601,1,0.04398940044199318,18,2,0,dining,0,None
tx_000062,2026-07-24 15:43:00,usr_1068,34.13588211120462,0.8344040365042229,4,0.0694349625239736,15,5,0,grocery,0,None
tx_000063,2026-06-03 17:47:00,usr_0639,97.92293875447174,0.5377445331880335,2,0.031183248622060317,17,13,0,retail,0,None
tx_000064,2026-06-24 17:11:00,usr_1276,8.97447188090871,0.7517215701787289,1,0.057533854979062146,17,6,0,retail,0,None
tx_000065,2026-07-17 09:31:00,usr_0258,42.5911364890473,0.9268232883304621,1,0.04993416328033013,9,5,0,grocery,0,None
tx_000066,2026-06-25 20:16:00,usr_0020,91.7240036106906,0.8558040202780389,2,0.023383241956814127,20,8,0,subscription,0,None
tx_000067,2026-07-22 16:49:00,usr_0598,55.82512777287164,0.7453111678014362,3,0.02707509894087437,16,9,0,dining,0,None
tx_000068,2026-05-31 09:20:00,usr_1134,89.01711888996678,1.0,4,0.05411034570488554,9,9,0,retail,0,None
tx_000069,2026-06-14 10:45:00,usr_1466,69.26297688581522,0.8411495605039397,0,0.04521133975989274,10,9,0,dining,0,None
tx_000070,2026-08-15 14:35:00,usr_1343,15.872467297680616,0.9146578999461491,2,0.023198017497245066,14,15,0,retail,0,None
tx_000071,2026-08-20 19:09:00,usr_0738,71.08166653921046,0.8625195103400025,2,0.035729588781203296,19,6,0,retail,0,None
tx_000072,2026-08-22 18:18:00,usr_1240,44.10210203427098,0.8268527246033867,0,0.03663218567263686,18,11,0,grocery,0,None
tx_000073,2026-08-23 10:28:00,usr_0113,23.465400245013093,0.9533080440382936,4,0.04368380900652814,10,7,1,subscription,0,None
tx_000074,2026-07-07 16:59:00,usr_0880,15.27183518748293,1.0,5,0.03575478614654819,16,7,0,subscription,0,None
tx_000075,2026-08-07 00:00:00,usr_1405,23.90161794016005,0.7116447930759507,2,0.05915552370585217,0,7,0,retail,0,None
tx_000076,2026-06-19 10:11:00,usr_0613,43.088465463048564,0.8624675483039509,4,0.05224421375711503,10,7,0,dining,0,None
tx_000077,2026-07-08 18:46:00,usr_1451,14.221078192696385,0.6493828355217393,0,0.011131340898362194,18,8,0,dining,0,None
tx_000078,2026-08-16 08:43:00,usr_0333,17.031285428845127,0.8946900301481473,2,0.03891741568770686,8,5,0,grocery,0,None
tx_000079,2026-08-25 11:18:00,usr_0158,49.36506511545371,0.6404840974654537,4,0.03907284992897721,11,9,0,dining,0,None
tx_000080,2026-08-22 00:24:00,usr_0809,46.59379380732284,0.7560711685350817,4,0.040831181528166526,0,4,0,dining,0,None
tx_000081,2026-07-03 01:47:00,usr_1379,19.219918303280654,0.9468774212382892,6,0.005641029971964341,1,9,0,dining,0,None
tx_000082,2026-06-28 08:45:00,usr_0472,0.902486826431608,0.7982418169406501,2,0.02838235104657018,8,7,1,grocery,1,Agentic_Micro_Siphoning
tx_000083,2026-07-21 07:02:00,usr_1226,250.0,0.9173853460537301,3,0.023694840945301138,7,8,1,p2p_transfer,1,P2P_Social_Engineering
tx_000084,2026-08-18 13:00:00,usr_0253,166.87565683723253,0.8480917680075387,3,0.04229501979293555,13,12,0,dining,0,None
tx_000085,2026-05-24 20:56:00,usr_1142,23.244746346287123,0.8839451301086569,1,0.026558618348902864,20,9,0,grocery,0,None
tx_000086,2026-07-16 06:07:00,usr_0859,142.74217871894143,0.7748379334551421,2,0.04338926350079482,6,7,0,dining,0,None
tx_000087,2026-07-14 19:17:00,usr_0260,9.70367677409109,0.8910219805012666,1,0.05904478474419861,19,6,0,subscription,0,None
tx_000088,2026-07-18 16:36:00,usr_1108,356.3721175576915,0.78593251149317,2,0.0380375769101488,16,5,0,grocery,0,None
tx_000089,2026-08-20 08:48:00,usr_1102,36.009345139893895,1.0,3,0.029423115721404866,8,9,0,grocery,0,None
tx_000090,2026-06-15 10:35:00,usr_0797,13.563284076665768,0.583338255013054,6,0.050455683561688655,10,10,0,subscription,0,None
tx_000091,2026-06-20 09:33:00,usr_0342,8.313605026050558,0.9632735566145396,5,0.027828916875509202,9,10,0,grocery,0,None
tx_000092,2026-08-09 18:37:00,usr_0192,39.030977348590966,0.9868297779281454,6,0.01655102515503601,18,6,0,retail,0,None
tx_000093,2026-07-30 17:47:00,usr_1447,45.82145880577006,0.9954004194172078,1,0.05644794544009461,17,13,0,subscription,0,None
tx_000094,2026-07-02 10:10:00,usr_1015,33.294548316122544,0.9211618283778727,2,0.04668430010554925,10,7,0,subscription,0,None
tx_000095,2026-07-19 05:38:00,usr_1237,50.35817163004283,0.8730771213540193,3,0.04477159508494289,5,6,1,retail,0,None
tx_000096,2026-05-18 08:03:00,usr_1078,68.96692800028623,0.9817103611064611,2,0.029836111171920837,8,4,0,dining,0,None
tx_000097,2026-07-07 15:48:00,usr_1262,14.836247819324097,0.8694683689990628,3,0.01571315200450049,15,7,1,subscription,0,None
tx_000098,2026-05-29 07:20:00,usr_0240,13.066088325429417,0.701139457203264,5,0.035228523269054214,7,11,0,retail,0,None
tx_000099,2026-08-05 14:21:00,usr_0761,19.086845224041554,0.7350919265002724,2,0.026083329235738785,14,10,0,subscription,0,None
tx_000100,2026-07-01 15:15:00,usr_1034,52.19435453535649,0.7562071015377755,3,0.03910574298438441,15,6,0,subscription,0,None
tx_000101,2026-07-24 16:44:00,usr_0157,24.431409478559587,0.47002440289735736,3,0.050976774913338095,16,7,0,dining,0,None
tx_000102,2026-05-24 07:11:00,usr_0225,117.55471329358761,0.859017209662997,3,0.03971629556948876,7,5,0,dining,0,None
tx_000103,2026-07-01 13:05:00,usr_0980,36.229078245753065,1.0,2,0.03013670273309685,13,9,0,grocery,0,None
tx_000104,2026-06-21 13:10:00,usr_1314,49.99661903651822,0.9677986972112512,3,0.029068010023418123,13,7,0,subscription,0,None
tx_000105,2026-08-18 18:22:00,usr_1021,5.765745382121175,0.9524266372185903,0,0.04276140154483756,18,5,0,retail,0,None
tx_000106,2026-07-08 13:10:00,usr_0061,18.841073660240628,0.7930033259115684,3,0.050233104451442585,13,9,0,dining,0,None
tx_000107,2026-06-29 12:08:00,usr_1465,53.670901832583155,0.9874684915574772,2,0.032766267493932244,12,9,0,subscription,0,None
tx_000108,2026-07-27 07:48:00,usr_0205,28.645585188851804,0.8140960479622877,2,0.040790672244858175,7,6,0,retail,0,None
tx_000109,2026-06-13 16:56:00,usr_0349,10.041768539718852,0.7693487122293412,3,0.03868173197157497,16,11,0,grocery,0,None
tx_000110,2026-07-10 15:05:00,usr_1471,65.1372007639367,0.8094609544187235,4,0.0545522754570007,15,11,0,grocery,0,None
tx_000111,2026-06-30 17:33:00,usr_1169,21.771556210526416,0.9545810253504148,3,0.008703862685005628,17,6,0,dining,0,None
tx_000112,2026-07-20 16:27:00,usr_1419,27.281928351586263,0.8520170693600587,2,0.050525925474422216,16,6,0,dining,0,None
tx_000113,2026-06-19 19:34:00,usr_1234,46.70561020364949,0.8297546559428629,4,0.03557527392399776,19,6,0,grocery,0,None
tx_000114,2026-08-15 19:50:00,usr_1009,41.07216582459675,0.945516681585415,3,0.043043574283230024,19,9,0,dining,0,None
tx_000115,2026-07-06 10:08:00,usr_0427,12.64209769554657,0.7631389398866236,5,0.04966576763891947,10,6,0,grocery,0,None
tx_000116,2026-05-28 08:25:00,usr_0498,37.077642369064485,0.6991883484979907,3,0.05306128290466622,8,9,0,dining,0,None
tx_000117,2026-08-02 20:34:00,usr_1435,38.14239422304426,0.7623822332570556,2,0.03160156454128455,20,4,0,retail,0,None
tx_000118,2026-05-31 17:51:00,usr_1301,14.017398490329201,0.8081265783982401,3,0.0518940898312811,17,6,0,subscription,0,None
tx_000119,2026-05-29 22:02:00,usr_0552,71.55317935094789,0.8691086643253171,3,0.03452027562835519,22,13,0,retail,0,None
tx_000120,2026-08-02 13:21:00,usr_0576,90.23986703551776,0.786508373332532,3,0.02539559718068476,13,9,0,subscription,0,None
tx_000121,2026-08-17 21:06:00,usr_0452,21.714148007414817,0.7370834542798768,3,0.05301500127957036,21,7,0,subscription,0,None
tx_000122,2026-06-10 07:03:00,usr_0497,22.924779790378427,0.7645020459254138,4,0.035721920052514226,7,11,0,subscription,0,None
tx_000123,2026-05-22 15:54:00,usr_1301,85.88566640453551,0.946989134175734,3,0.0021679594377160393,2,9,0,retail,1,Behavioral_Biometric_Mimicry
tx_000124,2026-07-31 13:30:00,usr_0013,32.06769993447475,0.9645694222757611,1,0.05622090713234489,13,11,0,dining,0,None
tx_000125,2026-05-26 00:53:00,usr_0673,102.60356314826024,0.6379088690897268,5,0.0301548586227595,0,7,0,dining,0,None
tx_000126,2026-08-05 09:24:00,usr_1428,254.42655020838814,0.7252140274754593,5,0.04478051817672235,9,6,0,dining,0,None
tx_000127,2026-07-21 08:50:00,usr_0835,31.997740560577814,0.7527076520832066,2,0.060911014688186715,8,9,0,dining,0,None
tx_000128,2026-05-29 05:32:00,usr_0692,54.2204399022747,0.7190753151485546,4,0.029303501410461934,5,6,0,retail,0,None
tx_000129,2026-07-26 21:09:00,usr_0473,93.2560960820496,0.7383936072312698,2,0.057087647637734,21,6,0,subscription,0,None
tx_000130,2026-06-11 21:12:00,usr_0120,70.44349977995974,0.7263083469336648,2,0.05894554540646425,21,10,0,subscription,0,None
tx_000131,2026-08-11 19:07:00,usr_0341,14.257522890905758,1.0,2,0.040942618301162054,19,10,0,retail,0,None
tx_000132,2026-07-19 23:19:00,usr_0140,21.342418572744243,0.824183960835625,3,0.05138979808131745,23,5,0,grocery,0,None
tx_000133,2026-05-23 18:44:00,usr_0187,24.12733112103225,0.9032242214859612,4,0.022738422548509968,18,8,1,subscription,0,None
tx_000134,2026-08-03 20:35:00,usr_0242,54.87547458699449,0.8168299802175706,2,0.06088464397403347,20,9,0,grocery,0,None
tx_000135,2026-06-16 09:39:00,usr_0459,58.089531059154744,1.0,3,0.05279584557196455,9,6,0,grocery,0,None
tx_000136,2026-05-26 09:05:00,usr_0015,37.48152922569225,0.6155296135097241,3,0.04143778955031819,9,2,0,subscription,0,None
tx_000137,2026-06-08 19:30:00,usr_1441,54.87761771927425,0.7581666327195433,2,0.04366336689280099,19,13,0,subscription,0,None
tx_000138,2026-05-23 13:03:00,usr_0183,35.520012956174945,0.9850983175848865,2,0.01378861963206588,13,6,0,grocery,0,None
tx_000139,2026-05-23 17:58:00,usr_0592,31.818075875156836,0.9934116731202206,3,0.03382653528504305,17,5,0,subscription,0,None
tx_000140,2026-08-14 14:31:00,usr_1335,11.191572821181534,0.759517449779705,5,0.03010192029334633,14,8,0,subscription,0,None
tx_000141,2026-06-26 10:27:00,usr_0159,53.21416648943698,1.0,4,0.032660064046846495,10,9,0,subscription,0,None
tx_000142,2026-07-14 10:26:00,usr_0737,3.604499949796924,0.6627956792500004,9,0.028308985715674497,10,6,0,grocery,1,Agentic_Micro_Siphoning
tx_000143,2026-06-18 17:20:00,usr_1281,45.583609725409545,0.7673497810237212,4,0.04017123014341159,17,9,0,retail,0,None
tx_000144,2026-06-12 14:34:00,usr_0859,196.31518292631424,0.7620624986696112,1,0.046846467563587645,14,5,0,dining,0,None
tx_000145,2026-08-01 11:04:00,usr_0320,60.06257278378734,0.7862722282817703,3,0.02808634703534251,11,9,0,grocery,0,None
tx_000146,2026-06-07 15:52:00,usr_1133,26.31742831436413,0.986644696362866,3,0.031166806645995002,15,8,0,subscription,0,None
tx_000147,2026-07-16 12:40:00,usr_1054,17.466421306449146,0.9630671912230212,5,0.018377129068763664,12,5,0,subscription,0,None
tx_000148,2026-06-21 13:25:00,usr_0556,67.17708564514166,0.8128104916601386,1,0.027728315659607136,13,7,0,subscription,0,None
tx_000149,2026-07-14 16:46:00,usr_0077,42.76650952975838,0.7856292243426809,1,0.036389251195666494,16,8,0,dining,0,None
tx_000150,2026-07-22 13:53:00,usr_0010,105.46566961610812,0.9472281894705651,1,0.046543516166376114,13,8,0,subscription,0,None
tx_000151,2026-06-17 21:19:00,usr_1258,84.20132614683948,0.6829327966217509,1,0.018172235810522838,21,10,0,retail,0,None
tx_000152,2026-07-02 13:47:00,usr_0489,86.12453964902117,0.6498662044572558,2,0.04100663814688519,13,12,0,retail,0,None
tx_000153,2026-06-01 21:57:00,usr_0202,20.459045495483224,0.7905288628814904,2,0.014572672437246758,21,11,0,retail,0,None
tx_000154,2026-06-08 19:12:00,usr_0802,95.89256694149982,0.9672723334628887,4,0.01609206491120965,19,4,0,retail,0,None
tx_000155,2026-05-31 19:48:00,usr_1402,27.516717072209556,0.5896913209548311,6,0.03164178809354838,19,3,0,grocery,0,None
tx_000156,2026-06-10 17:31:00,usr_0010,82.92706034145677,0.9769445252627011,5,0.047378162379722734,17,9,0,retail,0,None
tx_000157,2026-05-26 15:43:00,usr_0090,91.63352440326149,0.868318129543018,3,0.03385459981418195,15,9,0,dining,0,None
tx_000158,2026-08-10 14:17:00,usr_0646,116.30955124591821,0.8630775033750808,0,0.0355305172034557,14,6,0,subscription,0,None
tx_000159,2026-06-22 14:45:00,usr_1047,20.12478544880897,0.7691699670795897,3,0.0192563168240241,14,4,0,dining,0,None
tx_000160,2026-08-17 09:58:00,usr_0724,943.1877281807973,0.9555881419205353,1,0.025149038764748763,9,10,1,p2p_transfer,1,P2P_Social_Engineering
tx_000161,2026-07-07 09:02:00,usr_1367,15.973932739556888,0.8343161372544345,1,0.027368633761130322,9,9,0,subscription,0,None
tx_000162,2026-05-31 03:36:00,usr_0073,24.234260519241868,0.6397267044229967,3,0.030265001167511563,3,9,0,grocery,0,None
tx_000163,2026-06-14 17:40:00,usr_0519,22.79956588114546,0.8218799469371951,3,0.04310892228156687,17,11,0,dining,0,None
tx_000164,2026-06-28 07:23:00,usr_0540,116.54253743833222,0.7571665444873141,1,0.026752877791606455,7,10,0,dining,0,None
tx_000165,2026-06-17 15:08:00,usr_0519,93.89323540888249,0.9456264699875309,3,0.05613082423078237,15,11,0,subscription,0,None
tx_000166,2026-08-08 08:08:00,usr_0748,24.656227174648127,0.8706664605927509,3,0.04572980976785158,8,5,0,subscription,0,None
tx_000167,2026-05-24 06:09:00,usr_1209,33.77672464515971,0.9476258500678799,4,0.029792873858958173,6,12,0,grocery,0,None
tx_000168,2026-08-04 14:10:00,usr_0482,142.01152112087473,0.6995001465952634,4,0.04658857118745499,14,6,0,grocery,0,None
tx_000169,2026-08-09 19:59:00,usr_1141,24.187670364821525,0.8035017157722052,0,0.03792783074180164,19,5,0,dining,0,None
tx_000170,2026-08-11 11:32:00,usr_0219,45.033166634681464,0.4093491252797331,1,0.05112393334210167,11,5,0,retail,0,None
tx_000171,2026-05-24 20:26:00,usr_0866,12.54116212128772,0.704894261556291,4,0.03622014951746937,20,6,0,subscription,0,None
tx_000172,2026-07-10 00:19:00,usr_0578,37.37977592814315,0.8608792981804947,2,0.04307203455383145,0,12,0,dining,0,None
tx_000173,2026-07-03 13:52:00,usr_0829,56.78913803019572,0.8312483391419718,2,0.004764245797568609,13,6,0,dining,0,None
tx_000174,2026-07-19 08:56:00,usr_0161,35.112678885230814,1.0,2,0.04490260170503485,8,10,0,subscription,0,None
tx_000175,2026-08-23 10:13:00,usr_1445,63.463300951247085,0.836520238559906,6,0.04592104240833979,10,10,0,dining,0,None
tx_000176,2026-08-19 01:23:00,usr_1376,33.97159698844012,0.8233899203069552,4,0.0067268930564673216,3,14,0,dining,1,Behavioral_Biometric_Mimicry
tx_000177,2026-08-24 03:34:00,usr_1259,42.69575492094627,0.5964957055030422,4,0.05658424448326076,3,9,0,grocery,0,None
tx_000178,2026-07-03 17:06:00,usr_1360,59.86125024948238,0.7789759563537646,2,0.033079783826340546,17,7,0,subscription,1,Label_Noise
tx_000179,2026-08-06 16:36:00,usr_0219,30.382681620555033,0.3769619613490592,3,0.04563180301086393,16,5,0,retail,0,None
tx_000180,2026-07-16 09:44:00,usr_0773,68.1890108831097,0.7375985020676176,1,0.028518637646882047,9,8,0,retail,0,None
tx_000181,2026-07-10 20:11:00,usr_0482,27.244396537844896,0.6578057296730325,2,0.047761361130417374,20,10,0,dining,0,None
tx_000182,2026-07-03 16:55:00,usr_1349,144.2656579762462,0.8028195587286204,2,0.021839817205119207,16,6,0,grocery,0,None
tx_000183,2026-05-28 11:51:00,usr_0285,34.649416409640644,0.8485031913694815,3,0.04346683503688742,11,6,0,retail,0,None
tx_000184,2026-08-21 12:13:00,usr_0331,10.481823757840397,1.0,1,0.039344996652215455,12,8,0,dining,0,None
tx_000185,2026-07-07 10:40:00,usr_1062,76.62284142863354,0.8174556401390102,4,0.03910832513422263,10,4,1,subscription,0,None
tx_000186,2026-08-12 18:21:00,usr_0138,73.88035831046723,0.9434759890962303,4,0.014730802172160986,1,12,0,grocery,1,Behavioral_Biometric_Mimicry
tx_000187,2026-05-25 13:08:00,usr_1129,90.42655173359,0.48429481378264727,3,0.029954811285481088,13,3,0,subscription,0,None
tx_000188,2026-05-26 08:08:00,usr_0406,3.1438404196366605,0.9927431706589204,13,0.05403993553699723,8,13,0,subscription,1,Agentic_Micro_Siphoning
tx_000189,2026-08-12 09:15:00,usr_1023,57.94476263986663,1.0,1,0.043131803731567483,9,11,0,dining,0,None
tx_000190,2026-08-14 10:31:00,usr_1323,38.00177431989372,0.7784460150406918,1,0.0263274703508983,10,6,0,subscription,0,None
tx_000191,2026-08-15 12:16:00,usr_0942,23.165521316313466,0.7832306614150106,3,0.04454243272819346,12,9,0,dining,0,None
tx_000192,2026-08-16 15:01:00,usr_0324,12.792034132774255,0.5094635767465977,4,0.035714857039182354,15,11,0,retail,0,None
tx_000193,2026-08-10 21:58:00,usr_0081,74.80658107463535,0.6921978062864168,5,0.04124671511329597,21,6,0,dining,0,None
tx_000194,2026-08-10 09:13:00,usr_0073,23.74888700849961,0.7153311980954475,2,0.0252908443950547,9,6,1,dining,0,None
tx_000195,2026-08-09 10:04:00,usr_0138,54.04878097695652,0.3998471975886421,0,0.035048596807702156,10,7,0,dining,0,None
tx_000196,2026-08-11 01:06:00,usr_0889,30.944678240877387,0.8478925724683558,5,0.027472326884165635,1,5,0,grocery,0,None
tx_000197,2026-07-19 11:27:00,usr_0535,93.57772516459109,0.6625042870766595,0,0.01798612589596295,11,10,0,dining,0,None
tx_000198,2026-07-31 16:10:00,usr_0371,22.77467013746409,0.7531554594352963,1,0.04815724175564056,16,7,0,subscription,0,None
tx_000199,2026-07-15 21:27:00,usr_0330,63.805406016847314,0.8363330459446555,6,0.03096363387404471,21,8,0,retail,1,Label_Noise
tx_000200,2026-05-28 17:07:00,usr_1437,28.346060253971203,0.7514465090976398,0,0.03537910384347006,17,4,0,dining,0,None
tx_000201,2026-07-21 07:23:00,usr_0176,103.90078866365656,0.9838786078225839,6,0.04788747896461258,7,9,0,grocery,0,None
tx_000202,2026-07-28 19:34:00,usr_0461,17.638348112626563,0.9698757119435825,2,0.03257057334276175,19,8,0,retail,0,None
tx_000203,2026-05-26 18:37:00,usr_0719,131.9486534901963,0.7317851020619603,1,0.018935929083645737,18,2,0,subscription,0,None
tx_000204,2026-07-24 08:50:00,usr_0000,20.092273495172456,0.8235152307829996,4,0.05454320800810088,8,6,1,subscription,0,None
tx_000205,2026-08-13 20:05:00,usr_1402,49.86679688780398,0.7115133609976488,5,0.041606745817973044,20,7,0,grocery,0,None
tx_000206,2026-06-25 17:12:00,usr_0152,33.54546152145386,0.5609443866133287,2,0.03525114918326062,17,9,0,dining,0,None
